time_s,type,name,hold_ms,gap_ms
4.502,KEY,vk0x14,90,0
5.199,KEY,lalt,136,607
5.235,KEY,tab,109,0
5.592,KEY,lalt,74,248
5.607,KEY,tab,95,0
6.083,KEY,f4,74,381
6.253,KEY,f4,72,96
5.921,KEY,lalt,412,0
6.559,KEY,vk0x5b,65,226
6.815,KEY,vk0x5b,63,191
7.253,KEY,vk0x5b,79,375
7.447,KEY,vk0x5b,75,115
7.704,KEY,vk0x5b,70,182
10.937,KEY,f1,63,3163
